driver_trip,prob
1675_122,0.9296
1675_123,0.0
1675_124,0.699
1675_125,0.9988
1675_126,0.9082
1675_127,0.9454
1675_128,0.9486
1675_129,0.9944
1675_13,0.9834
1675_130,0.7866
1675_131,0.731
1675_132,0.6346
1675_133,0.9906
1675_134,0.7722
1675_135,0.8518
1675_136,0.0082
1675_137,0.8688
1675_138,0.9954
1675_139,0.996
1675_14,0.9938
1675_140,0.9934
1675_141,0.9974
1675_142,0.0192
1675_143,0.9558
1675_144,0.9066
1675_145,0.9996
1675_146,0.9982
1675_147,0.6688
1675_148,0.942
1675_149,0.9952
1675_15,0.8012
1675_150,0.7716
1675_151,0.9832
1675_152,0.798
1675_153,0.9914
1675_154,0.8634
1675_155,0.9956
1675_156,0.903
1675_157,0.9984
1675_158,0.9982
1675_159,0.0416
1675_16,0.9836
1675_160,0.948
1675_161,0.9998
1675_162,0.9926
1675_163,0.9848
1675_164,0.752
1675_165,0.678
1675_166,0.9982
1675_167,0.9978
1675_168,0.9972
1675_169,0.8752
1675_17,0.9834
1675_170,0.729
1675_171,0.6632
1675_172,0.977
1675_173,0.984
1675_174,0.9458
1675_175,0.9916
1675_176,0.8246
1675_177,0.6744
1675_178,0.9346
1675_179,0.9952
1675_18,0.9994
1675_180,0.9898
1675_181,0.9226
1675_182,0.9892
1675_183,0.7488
1675_184,0.8596
1675_185,0.7782
1675_186,0.9142
1675_187,0.981
1675_188,0.9926
1675_189,0.9974
1675_19,0.9786
1675_190,0.6734
1675_191,0.8462
1675_192,0.963
1675_193,0.683
1675_194,0.876
1675_195,0.9804
1675_196,0.9896
1675_197,0.948
1675_198,0.6742
1675_199,0.9844
1675_2,0.0012
1675_20,0.8902
1675_200,0.997
1675_21,0.9894
1675_22,0.7508
1675_23,0.6832
1675_24,0.7564
1675_25,0.984
1675_26,0.0
1675_27,0.997
1675_28,0.9996
1675_29,0.8948
1675_3,0.9902
1675_30,0.6986
1675_31,0.8698
1675_32,0.9254
1675_33,0.9016
1675_34,0.9692
1675_35,0.7298
1675_36,0.6804
1675_37,0.9624
1675_38,0.7474
1675_39,0.9316
1675_4,0.9766
1675_40,0.7874
1675_41,0.9714
1675_42,0.8236
1675_43,0.9368
1675_44,0.845
1675_45,0.8458
1675_46,0.8662
1675_47,0.9376
1675_48,0.6288
1675_49,0.6922
1675_5,0.999
1675_50,0.7774
1675_51,0.8696
1675_52,0.9828
1675_53,0.9872
1675_54,0.9296
1675_55,0.9902
1675_56,0.7066
1675_57,0.9958
1675_58,0.8288
1675_59,0.999
1675_6,0.98
1675_60,0.82
1675_61,0.9988
1675_62,0.9012
1675_63,0.9902
1675_64,0.997
1675_65,0.9864
1675_66,0.0096
1675_67,0.9674
1675_68,0.9304
1675_69,0.8706
1675_7,0.9832
1675_70,0.9264
1675_71,0.9768
1675_72,0.706
1675_73,0.966
1675_74,0.9968
1675_75,0.9996
1675_76,0.6674
1675_77,0.9482
1675_78,0.9994
1675_79,0.7332
1675_8,0.9912
1675_80,0.9502
1675_81,0.9578
1675_82,0.9684
1675_83,0.9974
1675_84,0.9758
1675_85,0.8278
1675_86,0.8192
1675_87,0.0028
1675_88,0.9786
1675_89,0.9784
1675_9,0.9856
1675_90,0.9718
1675_91,0.9972
1675_92,0.6756
1675_93,0.8944
1675_94,0.7858
1675_95,0.9962
1675_96,0.8612
1675_97,0.8424
1675_98,0.721
1675_99,0.9876
3388_1,0.7826
3388_10,0.8332
3388_100,0.9464
3388_101,0.9884
3388_102,0.925
3388_103,0.9324
3388_104,0.8476
3388_105,0.9054
3388_106,0.7494
3388_107,0.8928
3388_108,0.8466
3388_109,0.8202
3388_11,0.8442
3388_110,0.8392
3388_111,0.9524
3388_112,0.8674
3388_113,0.0338
3388_114,0.9362
3388_115,0.907
3388_116,0.6982
3388_117,0.8154
3388_118,0.9176
3388_119,0.9484
3388_12,0.9156
3388_120,0.966
3388_121,0.7546
3388_122,0.9094
3388_123,0.958
3388_124,0.8574
3388_125,0.9362
3388_126,0.9388
3388_127,0.8968
3388_128,0.8582
3388_129,0.8968
3388_13,0.9594
3388_130,0.9362
3388_131,0.95
3388_132,0.9498
3388_133,0.9256
3388_134,0.9568
3388_135,0.8608
3388_136,0.9222
3388_137,0.919
3388_138,0.952
3388_139,0.8588
3388_14,0.8822
3388_140,0.9444
3388_141,0.8608
3388_142,0.9862
3388_143,0.9016
3388_144,0.8656
3388_145,0.6288
3388_146,0.8362
3388_147,0.9524
3388_148,0.9414
3388_149,0.9912
3388_15,0.9924
3388_150,0.9488
3388_151,0.6818
3388_152,0.9472
3388_153,0.9374
3388_154,0.9514
3388_155,0.0
3388_156,0.8092
3388_157,0.693
3388_158,0.8936
3388_159,0.9816
3388_16,0.8878
3388_160,0.9474
3388_161,0.8918
3388_162,0.8334
3388_163,0.9876
3388_164,0.9618
3388_165,0.9112
3388_166,0.9744
3388_167,0.9782
3388_168,0.9724
3388_169,0.808
3388_17,0.9958
3388_170,0.9202
3388_171,0.8584
3388_172,0.8156
3388_173,0.975
3388_174,0.896
3388_175,0.8738
3388_176,0.9654
3388_177,0.8932
3388_178,0.9848
3388_179,0.7772
3388_18,0.828
3388_180,0.9156
3388_181,0.9746
3388_182,0.9886
3388_183,0.9566
3388_184,0.9314
3388_185,0.8416
3388_186,0.9534
3388_187,0.055
3388_188,0.8868
3388_189,0.8768
3388_19,0.9706
3388_190,0.9376
3388_191,0.0544
3388_192,0.9958
3388_193,0.8796
3388_194,0.8292
3388_195,0.9296
3388_196,0.9908
3388_197,0.944
3388_198,0.9052
3388_199,0.9502
3388_2,0.9376
3388_20,0.9634
3388_200,0.9036
3388_21,0.001
3388_22,0.9466
3388_23,0.9182
3388_24,0.911
3388_25,0.9738
3388_26,0.8188
3388_27,0.8166
3388_28,0.9842
3388_29,0.9862
3388_3,0.0
3388_30,0.9714
3388_31,0.808
3388_32,0.8458
3388_33,0.8938
3388_34,0.9774
3388_35,0.9468
3388_36,0.748
3388_37,0.768
3388_38,0.976
3388_39,0.9936
3388_4,0.9902
3388_40,0.8114
3388_41,0.9836
3388_42,0.9862
3388_43,0.774
3388_44,0.9406
3388_45,0.9806
3388_46,0.996
3388_47,0.9848
3388_48,0.8148
3388_49,0.9552
3388_5,0.9586
3388_50,0.8288
3388_51,0.8596
3388_52,0.8264
3388_53,0.8202
3388_54,0.8542
3388_55,0.632
3388_56,0.9318
3388_57,0.6772
3388_58,0.779
3388_59,0.8552
3388_6,0.934
3388_60,0.9148
3388_61,0.829
3388_62,0.984
3388_63,0.0142
3388_64,0.7812
3388_65,0.003
3388_66,0.8942
3388_67,0.9588
3388_68,0.7748
3388_69,0.8666
3388_7,0.9082
3388_70,0.9414
3388_71,0.8216
3388_72,0.95
3388_73,0.9126
3388_74,0.9602
3388_75,0.0164
3388_76,0.8698
3388_77,0.9502
3388_78,0.7716
3388_79,0.8874
3388_8,0.9612
3388_80,0.87
3388_81,0.9392
3388_82,0.9232
3388_83,0.846
3388_84,0.9858
3388_85,0.8584
3388_86,0.7236
3388_87,0.0002
3388_88,0.9242
3388_89,0.9286
3388_9,0.8022
3388_90,0.8762
3388_91,0.9688
3388_92,0.8906
3388_93,0.8624
3388_94,0.0034
3388_95,0.8504
3388_96,0.956
3388_97,0.8814
3388_98,0.9878
3388_99,0.6608
2164_1,0.8026
2164_10,0.7636
2164_100,0.9818
2164_101,0.776
2164_102,0.969
2164_103,0.8546
2164_104,0.8512
2164_105,0.7738
2164_106,0.7492
2164_107,0.9046
2164_108,0.7466
2164_109,0.7578
2164_11,0.7194
2164_110,0.7512
2164_111,0.6764
2164_112,0.8294
2164_113,0.6742
2164_114,0.7988
2164_115,0.7248
2164_116,0.7126
2164_117,0.7872
2164_118,0.7456
2164_119,0.0682
2164_12,0.809
2164_120,0.7676
2164_121,0.748
2164_122,0.7186
2164_123,0.6832
2164_124,0.7894
2164_125,0.778
2164_126,0.7626
2164_127,0.6894
2164_128,0.7742
2164_129,0.8914
2164_13,0.801
2164_130,0.8054
2164_131,0.6478
2164_132,0.8078
2164_133,0.8228
2164_134,0.7418
2164_135,0.8302
2164_136,0.8634
2164_137,0.7026
2164_138,0.685
2164_139,0.7906
2164_14,0.927
2164_140,0.7464
2164_141,0.7762
2164_142,0.7754
2164_143,0.701
2164_144,0.673
2164_145,0.6734
2164_146,0.8766
2164_147,0.7822
2164_148,0.865
2164_149,0.822
2164_15,0.7246
2164_150,0.703
2164_151,0.9492
2164_152,0.9178
2164_153,0.6996
2164_154,0.0698
2164_155,0.7938
2164_156,0.9014
2164_157,0.8474
2164_158,0.893
2164_159,0.7918
2164_16,0.6954
2164_160,0.8398
2164_161,0.97
2164_162,0.8428
2164_163,0.7096
2164_164,0.7754
2164_165,0.9122
2164_166,0.0062
2164_167,0.6486
2164_168,0.719
2164_169,0.9272
2164_17,0.9072
2164_170,0.8928
2164_171,0.8606
2164_172,0.8476
2164_173,0.7728
2164_174,0.8708
2164_175,0.9376
2164_176,0.882
2164_177,0.6692
2164_178,0.7696
2164_179,0.7932
2164_18,0.7486
2164_180,0.7746
2164_181,0.675
2164_182,0.7574
2164_183,0.0158
2164_184,0.6946
2164_185,0.779
2164_186,0.787
2164_187,0.8946
2164_188,0.7552
2164_189,0.9742
2164_19,0.7766
2164_190,0.6864
2164_191,0.8844
2164_192,0.6424
2164_193,0.8636
2164_194,0.8672
2164_195,0.7136
2164_196,0.658
2164_197,0.7054
2164_198,0.954
2164_199,0.0214
2164_2,0.982
2164_20,0.6934
2164_200,0.7884
2164_21,0.9478
2164_22,0.9602
2164_23,0.9812
2164_24,0.0974
2164_25,0.9914
2164_26,0.7276
2164_27,0.9312
2164_28,0.8648
2164_29,0.708
2164_3,0.8418
2164_30,0.7208
2164_31,0.8838
2164_32,0.7312
2164_33,0.779
2164_34,0.0728
2164_35,0.7978
2164_36,0.812
2164_37,0.7036
2164_38,0.7772
2164_39,0.806
2164_4,0.6768
2164_40,0.7908
2164_41,0.6884
2164_42,0.0594
2164_43,0.9694
2164_44,0.714
2164_45,0.7192
2164_46,0.8534
2164_47,0.7508
2164_48,0.9468
2164_49,0.7532
2164_5,0.7382
2164_50,0.0512
2164_51,0.9918
2164_52,0.9306
2164_53,0.7218
2164_54,0.77
2164_55,0.8712
2164_56,0.7592
2164_57,0.7852
2164_58,0.7258
2164_59,0.9182
2164_6,0.8814
2164_60,0.728
2164_61,0.8504
2164_62,0.8434
2164_63,0.7692
2164_64,0.9044
2164_65,0.9642
2164_66,0.7438
2164_67,0.7596
2164_68,0.9906
2164_69,0.78
2164_7,0.7036
2164_70,0.7282
2164_71,0.7236
2164_72,0.6952
2164_73,0.7676
2164_74,0.818
2164_75,0.0148
2164_76,0.9408
2164_77,0.7012
2164_78,0.7786
2164_79,0.7168
2164_8,0.7142
2164_80,0.8012
2164_81,0.6914
2164_82,0.8026
2164_83,0.9828
2164_84,0.719
2164_85,0.8268
2164_86,0.899
2164_87,0.7552
2164_88,0.977
2164_89,0.7946
2164_9,0.7908
2164_90,0.7082
2164_91,0.7668
2164_92,0.7246
2164_93,0.747
2164_94,0.7138
2164_95,0.9508
2164_96,0.6936
2164_97,0.7728
2164_98,0.6522
2164_99,0.7836
2181_1,0.85
2181_10,0.9968
2181_100,0.7936
2181_101,0.6512
2181_102,0.8474
2181_103,0.7158
2181_104,0.9836
2181_105,0.004
2181_106,0.936
2181_107,0.9638
2181_108,0.7518
2181_109,0.0712
2181_11,0.9062
2181_110,0.9836
2181_111,0.737
2181_112,0.9822
2181_113,0.9994
2181_114,0.9962
2181_115,0.8278
2181_116,0.9596
2181_117,0.9668
2181_118,0.7844
2181_119,0.874
2181_12,0.7426
2181_120,0.7602
2181_121,0.0284
2181_122,0.9144
2181_123,0.9914
2181_124,0.992
2181_125,0.9956
2181_126,0.9532
2181_127,0.7928
2181_128,0.8782
2181_129,0.9362
2181_13,0.7136
2181_130,0.7792
2181_131,0.8448
2181_132,0.0302
2181_133,0.6738
2181_134,0.8426
2181_135,0.8594
2181_136,0.8044
2181_137,0.9116
2181_138,0.9132
2181_139,0.6982
2181_14,0.8734
2181_140,0.6552
2181_141,0.8956
2181_142,0.9898
2181_143,0.6644
2181_144,0.8188
2181_145,0.9846
2181_146,0.9092
2181_147,0.6352
2181_148,0.8148
2181_149,0.029
2181_15,0.8814
2181_150,0.9576
2181_151,0.9878
2181_152,0.8762
2181_153,0.7898
2181_154,0.803
2181_155,0.6616
2181_156,0.9888
2181_157,0.7988
2181_158,0.0026
2181_159,0.7074
2181_16,0.8714
2181_160,0.9672
2181_161,0.8048
2181_162,0.7958
2181_163,0.8674
2181_164,0.0098
2181_165,0.979
2181_166,0.8046
2181_167,0.8778
2181_168,0.0658
2181_169,0.9006
2181_17,0.7774
2181_170,0.9938
2181_171,0.8884
2181_172,0.8904
2181_173,0.998
2181_174,0.7806
2181_175,0.764
2181_176,0.9078
2181_177,0.808
2181_178,0.9882
2181_179,0.9202
2181_18,0.8418
2181_180,0.6824
2181_181,0.8912
2181_182,0.028
2181_183,0.8624
2181_184,0.0114
2181_185,0.7224
2181_186,0.6292
2181_187,0.8268
2181_188,0.8912
2181_189,0.0174
2181_19,0.9596
2181_190,0.8028
2181_191,0.907
2181_192,0.9942
2181_193,0.779
2181_194,0.7876
2181_195,0.85
2181_196,0.8266
2181_197,0.681
2181_198,0.7196
2181_199,0.9752
2181_2,0.9204
2181_20,0.886
2181_200,0.9446
2181_21,0.967
2181_22,0.668
2181_23,0.7928
2181_24,0.833
2181_25,0.9276
2181_26,0.8106
2181_27,0.9996
2181_28,0.9792
2181_29,0.798
2181_3,0.9852
2181_30,0.828
2181_31,0.9936
2181_32,0.9876
2181_33,0.8976
2181_34,0.756
2181_35,0.996
2181_36,0.8046
2181_37,0.8038
2181_38,0.9964
2181_39,0.8836
2181_4,0.9312
2181_40,0.824
2181_41,0.7884
2181_42,0.8
2181_43,0.8236
2181_44,0.653
2181_45,0.813
2181_46,0.8506
2181_47,0.7402
2181_48,0.8746
2181_49,0.8616
2181_5,0.655
2181_50,0.9148
2181_51,0.8368
2181_52,0.0098
2181_53,0.9974
2181_54,0.9982
2181_55,0.0748
2181_56,0.9572
2181_57,0.8308
2181_58,0.9522
2181_59,0.994
2181_6,0.8234
2181_60,0.6396
2181_61,0.8312
2181_62,0.9876
2181_63,0.8646
2181_64,0.0028
2181_65,0.847
2181_66,0.8942
2181_67,0.993
2181_68,0.8454
2181_69,0.9964
2181_7,0.9146
2181_70,0.997
2181_71,0.9132
2181_72,0.9988
2181_73,0.9774
2181_74,0.892
2181_75,0.987
2181_76,0.876
2181_77,0.0084
2181_78,0.997
2181_79,0.8542
2181_8,0.9128
2181_80,0.9956
2181_81,0.8692
2181_82,0.8194
2181_83,0.7414
2181_84,0.7504
2181_85,0.9292
2181_86,0.7376
2181_87,0.8324
2181_88,0.6952
2181_89,0.7432
2181_9,0.9942
2181_90,0.7134
2181_91,0.6534
2181_92,0.9544
2181_93,0.9828
2181_94,0.8286
2181_95,0.6896
2181_96,0.7314
2181_97,0.7506
2181_98,0.7316
2181_99,0.8196
2591_1,0.739
2591_10,0.6838
2591_100,0.8096
2591_101,0.9446
2591_102,0.9216
2591_103,0.8568
2591_104,0.8064
2591_105,0.9184
2591_106,0.9728
2591_107,0.8472
2591_108,0.889
2591_109,0.8468
2591_11,0.9182
2591_110,0.6658
2591_111,0.6782
2591_112,0.6786
2591_113,0.9262
2591_114,0.8128
2591_115,0.7976
2591_116,0.7106
2591_117,0.8834
2591_118,0.6884
2591_119,0.9666
2591_12,0.7816
2591_120,0.7422
2591_121,0.7666
2591_122,0.7506
2591_123,0.7786
2591_124,0.7418
2591_125,0.8742
2591_126,0.93
2591_127,0.7006
2591_128,0.6688
2591_129,0.9036
2591_13,0.714
2591_130,0.6998
2591_131,0.787
2591_132,0.6688
2591_133,0.8276
2591_134,0.95
2591_135,0.932
2591_136,0.7826
2591_137,0.8706
2591_138,0.9266
2591_139,0.913
2591_14,0.9232
2591_140,0.7278
2591_141,0.646
2591_142,0.8026
2591_143,0.8154
2591_144,0.092
2591_145,0.7772
2591_146,0.882
2591_147,0.8394
2591_148,0.8164
2591_149,0.7428
2591_15,0.7456
2591_150,0.8776
2591_151,0.8592
2591_152,0.835
2591_153,0.6928
2591_154,0.74
2591_155,0.7292
2591_156,0.772
2591_157,0.8322
2591_158,0.6808
2591_159,0.7924
2591_16,0.798
2591_160,0.771
2591_161,0.673
2591_162,0.7086
2591_163,0.6328
2591_164,0.8484
2591_165,0.6954
2591_166,0.9152
2591_167,0.9228
2591_168,0.8374
2591_169,0.8162
2591_17,0.9052
2591_170,0.8086
2591_171,0.6682
2591_172,0.8128
2591_173,0.0612
2591_174,0.6766
2591_175,0.8064
2591_176,0.6938
2591_177,0.7626
2591_178,0.725
2591_179,0.7542
2591_18,0.7094
2591_180,0.8816
2591_181,0.921
2591_182,0.646
2591_183,0.034
2591_184,0.6866
2591_185,0.8766
2591_186,0.7122
2591_187,0.0132
2591_188,0.9018
2591_189,0.71
2591_19,0.8954
2591_190,0.027
2591_191,0.9566
2591_192,0.8658
2591_193,0.8512
2591_194,0.843
2591_195,0.909
2591_196,0.6402
2591_197,0.0438
2591_198,0.7914
2591_199,0.8672
2591_2,0.7354
2591_20,0.95
2591_200,0.887
2591_21,0.7684
2591_22,0.8802
2591_23,0.9
2591_24,0.9102
2591_25,0.0446
2591_26,0.7688
2591_27,0.8596
2591_28,0.9758
2591_29,0.7888
2591_3,0.8204
2591_30,0.7272
2591_31,0.7734
2591_32,0.6684
2591_33,0.7318
2591_34,0.9048
2591_35,0.9094
2591_36,0.0432
2591_37,0.8174
2591_38,0.703
2591_39,0.6588
2591_4,0.903
2591_40,0.7834
2591_41,0.776
2591_42,0.945
2591_43,0.8784
2591_44,0.7534
2591_45,0.8084
2591_46,0.7306
2591_47,0.953
2591_48,0.674
2591_49,0.6942
2591_5,0.8606
2591_50,0.8054
2591_51,0.8896
2591_52,0.848
2591_53,0.9238
2591_54,0.8708
2591_55,0.7166
2591_56,0.9866
2591_57,0.047
2591_58,0.9872
2591_59,0.7888
2591_6,0.7978
2591_60,0.7134
2591_61,0.7758
2591_62,0.9234
2591_63,0.8892
2591_64,0.896
2591_65,0.9492
2591_66,0.8516
2591_67,0.7216
2591_68,0.8316
2591_69,0.903
2591_7,0.928
2591_70,0.9292
2591_71,0.9188
2591_72,0.0192
2591_73,0.797
2591_74,0.7456
2591_75,0.8982
2591_76,0.8912
2591_77,0.9906
2591_78,0.851
2591_79,0.6532
2591_8,0.892
2591_80,0.8976
2591_81,0.9822
2591_82,0.8304
2591_83,0.849
2591_84,0.6978
2591_85,0.663
2591_86,0.9234
2591_87,0.9882
2591_88,0.7132
2591_89,0.9688
2591_9,0.7256
2591_90,0.8222
2591_91,0.9408
2591_92,0.8866
2591_93,0.698
2591_94,0.8642
2591_95,0.818
2591_96,0.9908
2591_97,0.9688
2591_98,0.9544
2591_99,0.6986
1329_1,0.768
1329_10,0.6584
1329_100,0.7834
1329_101,0.7902
1329_102,0.7532
1329_103,0.9212
1329_104,0.8984
1329_105,0.7396
1329_106,0.6506
1329_107,0.952
1329_108,0.9606
1329_109,0.6962
1329_11,0.9166
1329_110,0.7078
1329_111,0.7858
1329_112,0.9202
1329_113,0.902
1329_114,0.777
1329_115,0.748
1329_116,0.7456
1329_117,0.694
1329_118,0.8918
1329_119,0.8392
1329_12,0.7778
1329_120,0.7484
1329_121,0.7504
1329_122,0.7562
1329_123,0.7252
1329_124,0.6706
1329_125,0.9376
1329_126,0.6524
1329_127,0.7408
1329_128,0.9708
1329_129,0.003
1329_13,0.8362
1329_130,0.8876
1329_131,0.9694
1329_132,0.9152
1329_133,0.7096
1329_134,0.65
1329_135,0.8718
1329_136,0.7558
1329_137,0.7852
1329_138,0.9044
1329_139,0.937
1329_14,0.728
1329_140,0.8026
1329_141,0.654
1329_142,0.8746
1329_143,0.8996
1329_144,0.8944
1329_145,0.897
1329_146,0.9482
1329_147,0.8786
1329_148,0.7766
1329_149,0.805
1329_15,0.945
1329_150,0.8894
1329_151,0.8488
1329_152,0.791
1329_153,0.0182
1329_154,0.75
1329_155,0.9714
1329_156,0.8588
1329_157,0.691
1329_158,0.7384
1329_159,0.8792
1329_16,0.8868
1329_160,0.7268
1329_161,0.7838
1329_162,0.7692
1329_163,0.6514
1329_164,0.8698
1329_165,0.8488
1329_166,0.933
1329_167,0.0232
1329_168,0.7534
1329_169,0.9178
1329_17,0.7438
1329_170,0.6884
1329_171,0.9536
1329_172,0.0232
1329_173,0.7484
1329_174,0.6772
1329_175,0.8082
1329_176,0.874
1329_177,0.8982
1329_178,0.7028
1329_179,0.0104
1329_18,0.0782
1329_180,0.849
1329_181,0.7458
1329_182,0.868
1329_183,0.7246
1329_184,0.8474
1329_185,0.9544
1329_186,0.9842
1329_187,0.8806
1329_188,0.9624
1329_189,0.6866
1329_19,0.6952
1329_190,0.732
1329_191,0.9172
1329_192,0.9082
1329_193,0.8708
1329_194,0.7164
1329_195,0.793
1329_196,0.9678
1329_197,0.7828
1329_198,0.0244
1329_199,0.7682
1329_2,0.7172
1329_20,0.711
1329_200,0.9076
1329_21,0.7408
1329_22,0.7582
1329_23,0.9188
1329_24,0.7522
1329_25,0.9634
1329_26,0.791
1329_27,0.7688
1329_28,0.7446
1329_29,0.7024
1329_3,0.9872
1329_30,0.7414
1329_31,0.7582
1329_32,0.7116
1329_33,0.8672
1329_34,0.9096
1329_35,0.6678
1329_36,0.9392
1329_37,0.7918
1329_38,0.8364
1329_39,0.7636
1329_4,0.7484
1329_40,0.9602
1329_41,0.8416
1329_42,0.9624
1329_43,0.9268
1329_44,0.7812
1329_45,0.9124
1329_46,0.9702
1329_47,0.7478
1329_48,0.864
1329_49,0.833
1329_5,0.844
1329_50,0.841
1329_51,0.8868
1329_52,0.7554
1329_53,0.6968
1329_54,0.911
1329_55,0.9388
1329_56,0.924
1329_57,0.889
1329_58,0.6904
1329_59,0.7736
1329_6,0.6968
1329_60,0.6538
1329_61,0.003
1329_62,0.7838
1329_63,0.7446
1329_64,0.7596
1329_65,0.9278
1329_66,0.0236
1329_67,0.7634
1329_68,0.8924
1329_69,0.7864
1329_7,0.7784
1329_70,0.6754
1329_71,0.7556
1329_72,0.8824
1329_73,0.8862
1329_74,0.9568
1329_75,0.8304
1329_76,0.9298
1329_77,0.7364
1329_78,0.9348
1329_79,0.8654
1329_8,0.9346
1329_80,0.729
1329_81,0.9214
1329_82,0.654
1329_83,0.8898
1329_84,0.029
1329_85,0.8784
1329_86,0.7632
1329_87,0.8976
1329_88,0.7926
1329_89,0.785
1329_9,0.8378
1329_90,0.947
1329_91,0.9014
1329_92,0.7856
1329_93,0.872
1329_94,0.916
1329_95,0.7448
1329_96,0.761
1329_97,0.9332
1329_98,0.8392
1329_99,0.9374
1433_1,0.8494
1433_10,0.8168
1433_100,0.7744
1433_101,0.7598
1433_102,0.8072
1433_103,0.888
1433_104,0.874
1433_105,0.0922
1433_106,0.6708
1433_107,0.914
1433_108,0.8686
1433_109,0.7388
1433_11,0.7434
1433_110,0.686
1433_111,0.9702
1433_112,0.6852
1433_113,0.7964
1433_114,0.6692
1433_115,0.7904
1433_116,0.0148
1433_117,0.9428
1433_118,0.6966
1433_119,0.7194
1433_12,0.8294
1433_120,0.741
1433_121,0.9736
1433_122,0.7376
1433_123,0.972
1433_124,0.9302
1433_125,0.98
1433_126,0.7476
1433_127,0.849
1433_128,0.7242
1433_129,0.919
1433_13,0.6974
1433_130,0.8044
1433_131,0.9634
1433_132,0.8052
1433_133,0.8126
1433_134,0.734
1433_135,0.7164
1433_136,0.82
1433_137,0.7126
1433_138,0.7954
1433_139,0.823
1433_14,0.7948
1433_140,0.7344
1433_141,0.9832
1433_142,0.0218
1433_143,0.7044
1433_144,0.7264
1433_145,0.0212
1433_146,0.6816
1433_147,0.849
1433_148,0.7848
1433_149,0.9826
1433_15,0.9498
1433_150,0.843
1433_151,0.7676
1433_152,0.8376
1433_153,0.834
1433_154,0.9408
1433_155,0.6996
1433_156,0.8484
1433_157,0.7132
1433_158,0.927
1433_159,0.849
1433_16,0.8224
1433_160,0.7282
1433_161,0.9746
1433_162,0.912
1433_163,0.8896
1433_164,0.7868
1433_165,0.7188
1433_166,0.6942
1433_167,0.6708
1433_168,0.9848
1433_169,0.6696
1433_17,0.0278
1433_170,0.6958
1433_171,0.8648
1433_172,0.8072
1433_173,0.892
1433_174,0.067
1433_175,0.7144
1433_176,0.8888
1433_177,0.7384
1433_178,0.8638
1433_179,0.0032
1433_18,0.896
1433_180,0.972
1433_181,0.821
1433_182,0.6832
1433_183,0.781
1433_184,0.691
1433_185,0.7778
1433_186,0.9678
1433_187,0.8956
1433_188,0.743
1433_189,0.8574
1433_19,0.7606
1433_190,0.6812
1433_191,0.8658
1433_192,0.8636
1433_193,0.7908
1433_194,0.7086
1433_195,0.671
1433_196,0.8728
1433_197,0.9608
1433_198,0.846
1433_199,0.933
1433_2,0.784
1433_20,0.8194
1433_200,0.988
1433_21,0.6872
1433_22,0.7854
1433_23,0.789
1433_24,0.647
1433_25,0.789
1433_26,0.6596
1433_27,0.9174
1433_28,0.962
1433_29,0.9718
1433_3,0.7354
1433_30,0.0378
1433_31,0.6774
1433_32,0.7408
1433_33,0.6968
1433_34,0.9168
1433_35,0.8108
1433_36,0.6966
1433_37,0.7074
1433_38,0.9854
1433_39,0.9054
1433_4,0.7194
1433_40,0.6774
1433_41,0.8268
1433_42,0.8128
1433_43,0.9686
1433_44,0.7364
1433_45,0.7886
1433_46,0.7096
1433_47,0.7074
1433_48,0.7482
1433_49,0.8766
1433_5,0.859
1433_50,0.9826
1433_51,0.742
1433_52,0.8016
1433_53,0.7132
1433_54,0.8968
1433_55,0.959
1433_56,0.0194
1433_57,0.9006
1433_58,0.828
1433_59,0.059
1433_6,0.7332
1433_60,0.874
1433_61,0.702
1433_62,0.6776
1433_63,0.8274
1433_64,0.946
1433_65,0.7092
1433_66,0.836
1433_67,0.9408
1433_68,0.7136
1433_69,0.7614
1433_7,0.7238
1433_70,0.7228
1433_71,0.946
